resref,name,game,material_family,material_target,wiki_url,stackable,category
drk000im_mw_piece_1,Amulet Piece,da2,,,,0,accessories.amulets
drk000im_mw_piece_2,Amulet Piece,da2,,,,0,accessories.amulets
drk000im_mw_piece_3,Amulet Piece,da2,,,,0,accessories.amulets
drk_im_acc_amu_01,Chain of the Penitent,da2,,,https://dragonage.fandom.com/wiki/Chain_of_the_Penitent,0,accessories.amulets
drk_im_acc_amu_02,Doomward,da2,,,https://dragonage.fandom.com/wiki/Doomward,0,accessories.amulets
drk_im_acc_amu_03,Eye of Blue,da2,,,https://dragonage.fandom.com/wiki/Eye_of_Blue,0,accessories.amulets
drk_im_acc_amu_04,Smite,da2,,,https://dragonage.fandom.com/wiki/Smite,0,accessories.amulets
drk_im_acc_amu_anders,Seal of Dumat,da2,,,https://dragonage.fandom.com/wiki/Seal_of_Dumat,0,accessories.amulets
eye_im_acc_amu_and,Birds of a Feather,da2,,,https://dragonage.fandom.com/wiki/Birds_of_a_Feather,0,accessories.amulets
eye_im_acc_amu_ave,True Love's Course,da2,,,https://dragonage.fandom.com/wiki/True_Love%27s_Course,0,accessories.amulets
eye_im_acc_amu_bet,Miniature Family Portrait,da2,,,https://dragonage.fandom.com/wiki/Miniature_Family_Portrait,0,accessories.amulets
eye_im_acc_amu_car,Amulet of the Enthusiast,da2,,,https://dragonage.fandom.com/wiki/Amulet_of_the_Enthusiast,0,accessories.amulets
eye_im_acc_amu_fen,The Fog Warrior's Gift,da2,,,https://dragonage.fandom.com/wiki/The_Fog_Warrior%27s_Gift,0,accessories.amulets
eye_im_acc_amu_heart,Heart of the Many (amulet),da2,,,https://dragonage.fandom.com/wiki/Heart_of_the_Many_(amulet),0,accessories.amulets
eye_im_acc_amu_isa,Badge of the Felicisima Armada,da2,,,https://dragonage.fandom.com/wiki/Badge_of_the_Felicisima_Armada,0,accessories.amulets
eye_im_acc_amu_mer,Blood of Val Foret,da2,,,https://dragonage.fandom.com/wiki/Blood_of_Val_Foret,0,accessories.amulets
eye_im_acc_amu_seb,Gift of the Epicurean,da2,,,https://dragonage.fandom.com/wiki/Gift_of_the_Epicurean,0,accessories.amulets
eye_im_acc_amu_sneak,Skepticism,da2,,,https://dragonage.fandom.com/wiki/Skepticism,0,accessories.amulets
eye_im_acc_amu_var,The True Author's Token,da2,,,https://dragonage.fandom.com/wiki/The_True_Author%27s_Token,0,accessories.amulets
gen_im_acc_amu_act1_01,Lifestone,da2,,,https://dragonage.fandom.com/wiki/Lifestone_(Dragon_Age_II),0,accessories.amulets
gen_im_acc_amu_act1_02,Pewter Pendant of Wolves Howling at the Moon,da2,,,https://dragonage.fandom.com/wiki/Pewter_Pendant_of_Wolves_Howling_at_the_Moon,0,accessories.amulets
gen_im_acc_amu_act1_03,The Liar's Charm,da2,,,https://dragonage.fandom.com/wiki/The_Liar%27s_Charm,0,accessories.amulets
gen_im_acc_amu_act1_04,Meraas,da2,,,https://dragonage.fandom.com/wiki/Meraas,0,accessories.amulets
gen_im_acc_amu_act1_05,Amulet of Serenity,da2,,,https://dragonage.fandom.com/wiki/Amulet_of_Serenity,0,accessories.amulets
gen_im_acc_amu_act1_06,Amulet of Influence,da2,,,https://dragonage.fandom.com/wiki/Amulet_of_Influence,0,accessories.amulets
gen_im_acc_amu_act2_01,Polished Whitewood Amulet,da2,,,https://dragonage.fandom.com/wiki/Polished_Whitewood_Amulet,0,accessories.amulets
gen_im_acc_amu_act2_02,Moonstone Amulet,da2,,,https://dragonage.fandom.com/wiki/Moonstone_Amulet,0,accessories.amulets
gen_im_acc_amu_act2_03,Poisonwood Locket,da2,,,https://dragonage.fandom.com/wiki/Poisonwood_Locket,0,accessories.amulets
gen_im_acc_amu_act2_04,Brass Nug Charm,da2,,,https://dragonage.fandom.com/wiki/Brass_Nug_Charm,0,accessories.amulets
gen_im_acc_amu_act2_05,Gaudy Amethyst Pendant,da2,,,https://dragonage.fandom.com/wiki/Gaudy_Amethyst_Pendant,0,accessories.amulets
gen_im_acc_amu_act2_06,Magister's Lifestone,da2,,,https://dragonage.fandom.com/wiki/Magister%27s_Lifestone,0,accessories.amulets
gen_im_acc_amu_act2_07,Split Bone Necklace,da2,,,https://dragonage.fandom.com/wiki/Split_Bone_Necklace,0,accessories.amulets
